id,original,emendation,old_type1,old_type2,primary_category,secondary_category,changed_original_tokens,changed_emended_tokens,,needs_manual_review,notes
36,Ἐγὼ -- πλὴν ὅσον τὰ ὁμώνυμα ἐζήτουν καὶ τὰ συνώνυμα καὶ τὰ καθ' αὑτὰ διῄρουν καὶ ᾗ αὐτά καὶ τὴν ἰδέαν ἠρεύνων καὶ τὴν φύσιν ἐζήτουν καὶ περὶ τοῦ ἀριθμοῦ τῶν αἰτιῶν ἐπυνθανόμην καὶ τίς μὲν ἡ φιλόσοφος λέξις ἠκρίβουν τίς δὲ ἡ λογική καὶ πῶς ἀλλήλαις κοινωνεῖτον καὶ διαιρεῖτον τὰ ληρώδη ταῦτα εἴποις ἴσως αὐτὸς καὶ μάταια ἀλλὰ τά γε ἐμοὶ ἐφικτά τὸ δὲ χρυσοῦν πέδιλον φορείτωσαν οἷς ἐπικέκλωσται.,Ἐγὼ -- πλὴν ὅσον τὰ ὁμώνυμα ἐζήτουν καὶ τὰ συνώνυμα καὶ τὰ καθ' αὑτὰ διῄρουν καὶ ᾗ αὐτά καὶ τὴν ἰδέαν ἠρεύνων καὶ τὴν φύσιν ἐζήτουν καὶ περὶ τοῦ ἀριθμοῦ τῶν αἰτιῶν ἐπυνθανόμην καὶ τίς μὲν ἡ φιλόσοφος λέξις ἠκρίβουν τίς δὲ ἡ λογική καὶ πῶς ἀλλήλαις κοινωνεῖτον καὶ διαιρεῖσθον τὰ ληρώδη ταῦτα εἴποις ἴσως αὐτὸς καὶ μάταια ἀλλὰ τά γε ἐμοὶ ἐφικτά τὸ δὲ χρυσοῦν πέδιλον φορείτωσαν οἷς ἐπικέκλωσται.,change,,Morphological,,διαιρεῖτον,διαιρεῖσθον,,no,
37,Πλὴν ὅσον ὁ μέν τις ἦν βλασφημῶν κἀγὼ τὰς γραφὰς εἶχον καὶ τὰς ἐνδείξεις καὶ ὁ καιρὸς οὐκ ἐδίδου παρρησιάζεσθαι --ν κρείττονι προσανεῖχόν σοι.,Πλὴν ὅσον ὁ μέν τις ἦν βλασφημῶν κἀγὼ τὰς γραφὰς εἶχον καὶ τὰς ἐνδείξεις καὶ ὁ καιρὸς οὐκ ἐδίδου παρρησιάζεσθαι ὡς κρείττονι προσανεῖχόν σοι.,change,,Addition / Omission,Addition / Omission,"""--v""",ὡς,,yes,"remove v, then add ὡς"
38,ἀλλ' εἰσὶ σειρῆνες ψυχῶν μὲν ἑτέρας ἕλκουσαι ἀφανῶς καὶ ὁ μὲν ἁλοὺς ἕλκεται ὁ δὲ κεκρατηκὼς εἰς ἅπαν τυλοῦται. Τοιοῦτος ἐγὼ περὶ σέ ἔραμαι τῆς γλώττης ποθῶ σου τὸ εἶδος προσῳκείωμαι τῇ ψυχῇ τῷ ἐπιεικεῖ σου προσπέφυκα τοιαῦτά με βέλη τοξεύουσι τοσούτοις θελγήτροις ἐφέλκομαι.,ἀλλ' εἰσὶ σειρῆνες ψυχὰς μὲν ἑτέρων ἕλκουσαι ἀφανῶς καὶ ὁ μὲν ἁλοὺς ἕλκεται ὁ δὲ κεκρατηκὼς τὸ παραπαν τυραννεῖ. Τοιοῦτος ἐγὼ περὶ σέ ἔραμαι τῆς γλώττης ποθῶ σου τὸ εἶδος προσῳκείωμαι τῇ ψυχῇ τῷ ἐπιεικεῖ σου προσπέφυκα τοιαῦτά με βέλη τοξεύουσι τοσούτοις θελγήτροις ἐφέλκομαι.,change,,Morphological,,ψυχῶν | ἑτέρας | εἰς | ἅπαν | τυλοῦται.,ψυχὰς | ἑτέρων | τὸ | παραπαν | τυραννεῖ.,,no,
39,Τοῦτό μοι τῶν πάντων προσῆκται θεῷ ἡ τῶν πολιτευμάτων ἁπλότης φιλοσοφῆσαι γὰρ ἐξ ἀρχῆς καθαρῶς οὐ προσεγένετό μοι βληθείσης οὐκ οἶδ' ὅπως τῆς προαιρέσεως ἐκείνου τοίνυν ἀπεγνωκὼς καὶ τοῦ μεγάλου ἀποτυχὼν θύματος προσῆγον θεῷ τὸ τῆς γνώμης ἁπλοῦν,Τοῦτό μοι τῶν πάντων προσῆκται θεῷ ἡ τῶν πολιτευμάτων ἁπλότης φιλοσοφῆσαι γὰρ ἐξ ἀρχῆς καθαρῶς οὐ προσεγένετό μοι ἀμβλυνθείσης οὐκ οἶδ' ὅπως τῆς προαιρέσεως ἐκείνου τοίνυν ἀπεγνωκὼς καὶ τοῦ μεγάλου ἀποτυχὼν θύματος προσῆγον θεῷ τὸ τῆς γνώμης ἁπλοῦν,change,,Morphological,,βληθείσης,ἀμβλυνθείσης,,no,
40,Ἀλλὰ μὴ οὕτω σὺ πρὸς ἡμᾶς ἔν γε τῇ διαμείψει τοῦ σηρικοῦ ἀλλὰ καλλίων φάνηθι διδούς ἢ δεχόμενος κάλλιστε πάντων ἐμοί καὶ μαργάρων καὶ ὑφασμάτων καὶ τῆς λοιπῆς εὐδαιμονίας τε καὶ λαμπρότητος.,Ἀλλὰ μὴ οὕτω σὺ πρὸς ἡμᾶς ἔν γε τῇ διαμείψει τοῦ σηρικοῦ ἀλλὰ καλλίω φάνηθι διδούς ἢ δεχόμενος κάλλιστε πάντων ἐμοί καὶ μαργάρων καὶ ὑφασμάτων καὶ τῆς λοιπῆς εὐδαιμονίας τε καὶ λαμπρότητος.,change,,Morphological,,καλλίων,καλλίω,,no,
41,Ἀλλ' ὅπῃ τὸν λογισμὸν ἐκκεκύλισμαι καὶ ταῦτα πρὸς σὲ τὴν τιμιωτάτην ἐμοὶ κεφαλὴν ἐπιστέλλειν ἐπιβαλλόμενος,Ἀλλ' οὐκ οἶδ᾽ὅπῃ τὸν λογισμὸν ἐκκεκύλισμαι καὶ ταῦτα πρὸς σὲ τὴν τιμιωτάτην ἐμοὶ κεφαλὴν ἐπιστέλλειν ἐπιβαλλόμενος,add,,Addition / Omission,,ὅπῃ,οὐκ | οἶδ᾽ὅπῃ,,no,
42,αἱ γάρ μοι μέλισσαι αἱ τῇ γλώττῃ τὰ κηρία συντιθεῖ- σαι τοῦ λόγου καὶ ποιητικῶς εἰπεῖν τιθαιβώσσουσαι ἐπεὶ μηδὲν ἐνταῦθα ἄνθος κηρόχυτον μηδὲ πόα καταμελιτοῦσα ψυχήν ᾤχοντο ἀποπτάμεναι.,αἱ γάρ μοι μέλισσαι αἱ τῇ γλώττῃ τὰ κηρία συντιθεῖ- σαι τοῦ λόγου καὶ ποιητικῶς εἰπεῖν τιθαιβώσσουσαι ἐπεὶ μηδὲν ἐνταῦθα ἄνθος κηροχυτοῦν μηδὲ πόα καταμελιτοῦσα ψυχήν ᾤχοντο ἀποπτάμεναι.,change,,Morphological,,κηρόχυτον,κηροχυτοῦν,,no,
43,καὶ τοξεύουσιν ἐπ' αὐτὰ οὐχ αἱ βάσκανοι μόνον γλῶτται ἀλλ' ἔστιν οὗ καὶ αἱ σεμναὶ καὶ ἐπιεικεῖς αἱ μὲν ὡς βασκαίνουσαι τῷ καλῷ αἱ δὲ ὡς τὸ δοκεῖν ἀντέχεσθαι τοῦ καλλίονος,καὶ τοξεύουσιν ἐπ' αὐτὰ οὐχ αἱ βάσκανοι μόνον γλῶτται ἀλλ' ἔστιν οὗ καὶ αἱ σεμναὶ καὶ ἐπιεικεῖς αἱ μὲν ὡς βασκαίνουσαι τῷ καλῷ αἱ δὲ ὡς τῷ δοκεῖν ἀντεχόμεναι τοῦ καλλίονος,change,,Morphological,,τὸ | ἀντέχεσθαι,τῷ | ἀντεχόμεναι,,no,
44,Διὰ ταῦτα καὶ ἡ ὕλη τὸ εἶδος ἐνδέδυται καὶ ὅροι ταύτης μὲν τὰ ἔνυλα εἴδη τῶν δὲ ἐμψυχωμένων σωμάτων αὗται αἱ ψυχαί.,Διὰ ταῦτα καὶ ἡ ὕλη τὸ εἶδος ἐνδέδυται καὶ ὅροι ταύτης μὲν τὰ ἔνυλα εἴδη τῶν δὲ ἐμψυχωμένων σωμάτων αὑταὶ αἱ ψυχαί.,accent,,Diacritic / Punctuation,,αὗται,αὑταὶ,,no,
45,Καὶ τὴν λογικὴν δὲ πραγματείαν εἴ τις μεταχειριεῖται φιλοσοφώτερον πολλὰ ἐκ ταύτης ἀπώναιτο ἀγαθά ἀπὸ τῶν σαφεστέρων ἀρξάμενος,Καὶ τὴν λογικὴν δὲ πραγματείαν εἴ τις μεταχειριεῖται φιλοσοφώτερον πολλὰ ἐκ ταύτης καρπώσαιτο ἀγαθά ἀπὸ τῶν σαφεστέρων ἀρξάμενος,change,,Morphological,,ἀπώναιτο,καρπώσαιτο,,no,
46,Ἐδεδίεσαν περὶ τοῖς βρέφεσιν ὡς ἁπαλωτέροις μὴ πρὸς τῆς στερρότητος τῶν μελῶν ὑφέλῃ ταῦτα ὁ θάνατος,Ἐδεδίεσαν περὶ τοῖς βρέφεσιν ὡς ἁπαλωτέροις μὴ πρὸ τῆς στερρότητος τῶν μελῶν ὑφέλῃ ταῦτα ὁ θάνατος,change,,Morphological,,πρὸς,πρὸ,,no,
47,ἔγωγ' οὖν οὐχ ἧττόν σοι τῆς παραβάσεως ἐμαυτὸν αἰτιῶμαι τῆς ἀναβάσεως,ἔγωγ' οὖν οὐχ ἧττόν σε τῆς παραβάσεως ἤ ἐμαυτὸν αἰτιῶμαι τῆς ἀναβάσεως,change,add,Morphological,Addition / Omission,σοι,σε | ἤ,,no,
48,Ἐνταῦθά τε λουτρὰ καὶ καινὰ θύματα προσαγωγαί τε κατὰ λόγον καὶ τακτοὶ πρόοδοι αἱ δὲ τῶν ἀοράτων εἰκόνες,Ἐνταῦθά δὲ λουτρὰ καὶ καινὰ θύματα προσαγωγαί τε κατὰ λόγον καὶ τακτοὶ πρόοδοι αἵ τε τῶν ἀοράτων εἰκόνες,word order,accent,Word Order / Transposition,Diacritic / Punctuation,τε | αἱ | δὲ,δὲ | αἵ | τε,,no,
49,γυμναστέον δὲ τὸν λόγον μάλιστα καὶ τὸ εἶδος τῆς ὑποκρίσεως ἐπὶ ταῖς θεατρικωτέραις ----- καὶ τοῖς φαυλοτέροις πράγμασιν ὅπως ἐν τοῖς ἐλάττοσιν ἐθισθέντες ἀρκοῦσαν ἔχοιτε τὴν παρασκευὴν ἐν τοῖς μείζοσιν.,γυμναστέον δὲ τὸν λόγον μάλιστα πρὸς τὸ εἶδος τῆς ὑποκρίσεως ἐπὶ ταῖς θεατρικωτέραις ----- καὶ τοῖς φαυλοτέροις πράγμασιν ὅπως ἐν τοῖς ἐλάττοσιν ἐθισθέντες ἀρκοῦσαν ἔχοιτε τὴν παρασκευὴν ἐν τοῖς μείζοσιν.,change,,Lexical / Contextual,,καὶ,πρὸς,,no,
50,Τίς οὐκ ἐκπλαγεῖ σου τοὺς ἄθλους τὰς ἀγρυπνίας τὰς ἐν μέσῳ φροντίδας τὴν δαπάνην τῆς ψυχῆς τὸ ἄτρεπτον τοῦ φρονήματος,Τίς οὐκ ἐκπλαγῇ σου τοὺς ἄθλους τὰς ἀγρυπνίας τὰς ἐν μέσῳ φροντίδας τὴν δαπάνην τῆς ψυχῆς τὸ ἄτρεπτον τοῦ φρονήματος,change,,Morphological,,ἐκπλαγεῖ,ἐκπλαγῇ,,no,
51,δέον γὰρ τὴν σφηκίαν κάτω που προσερρῖφθαι τοῦ ἐπιστολίου εἴ γε καὶ τοῦτο ποιεῖν ἐντεθύμησο μετὰ τὴν τεχνικὴν ἐπιείκειαν,δέον γὰρ τὴν σφηκίαν κάτω που προσερρῖφθαι τοῦ ἐπιστολίου εἴ γε καὶ τοῦτο ποιεῖν ἐντεθύμησο μετὰ τεχνικῆς ἐπιεικείας,delete,change,Addition / Omission,Morphological,τὴν | τεχνικὴν | ἐπιείκειαν,τεχνικῆς | ἐπιεικείας,,no,
52,Τοσοῦτον δὲ δεῖ προειπεῖν εἰς ἀναίρεσιν ὧν ἴσως ἐπιχειρήσεις ἐρεῖν ὅτι ὁ τῷ ὀνόματι τούτῳ χρησάμενος τί δεῖ λέγειν τοὔνομα οἰκείως τοῖς πρὸς ὃν ὁ λόγος καὶ κατὰ λόγον ἐχρήσατο,Τοσοῦτον δὲ δεῖ προειπεῖν εἰς ἀναίρεσιν ὧν ἴσως ἐπιχειρήσεις ἐρεῖν ὅτι ὁ τῷ ὀνόματι τούτῳ χρησάμενος τί δεῖ λέγειν τοὔνομα οἰκείως τοῖς πρὸς οὓς ὁ λόγος καὶ κατὰ λόγον ἐχρήσατο,change,,Morphological,,ὃν,οὓς,,no,
53,Ἀλλ' ὁ πάντων διδάσκαλος τὸ γὰρ σὸν ὡς ἐξῃρημένον ἀφείσθω καὶ γὰρ καὶ τοῦτο τετόλμηκας ὁ τοίνυν τῶν πάντων διδάσκαλος αὐτῷ τούτῳ δὴ τῷ σεμνῷ καὶ μεγίστῳ ὀνόματι κρείττων τῶν προσφοιτώντων ἐστίν ἢ ἐλάττων ἐν τοῖς λόγοις εὑρίσκεται,Ἀλλ' ὁ πάντων διδάσκαλος τὸ γὰρ σὸς ὡς ἐξῃρημένον ἀφείσθω καὶ γὰρ καὶ τοῦτο τετόλμηκας ὁ τοίνυν τῶν πάντων διδάσκαλος αὐτῷ τούτῳ δὴ τῷ σεμνῷ καὶ μεγίστῳ ὀνόματι κρείττων τῶν προσφοιτώντων ἐστίν ἢ ἐλάττων ἐν τοῖς λόγοις εὑρίσκεται,change,,Morphological,,σὸν,σὸς,,no,
54,Καί μοι οἴεσθε ξένας μὲν ἐνθυμήσεις ἀπὸ τῆς ψυχῆς προϊέναι καινὰ δὲ καὶ ἀλλόκοτα περὶ τῆς γλώττης ὀνόματα καὶ δεδοίκατε τὰς ἐμὰς φωνὰς ὡς βροντάς,Καί μοι οἴεσθε ξένας μὲν ἐνθυμήσεις ἀπὸ τῆς ψυχῆς προϊέναι καινὰ δὲ καὶ ἀλλόκοτα παρὰ τῆς γλώττης ὀνόματα καὶ δεδοίκατε τὰς ἐμὰς φωνὰς ὡς βροντάς,change,,Lexical / Contextual,,περὶ,παρὰ,,no,
55,Τί οὖν σοι τῶν πάντων ἐπάξιον Μιᾶς σου ἀρετῆς οὐ τιμᾶται τὰ ἐπὶ γῆς ἀγαθά.,Τί οὖν σοι τῶν πάντων ἐπάξιον Μιᾶς σου ἀρετῆς οὐ τιμῶμαι τὰ ἐπὶ γῆς ἀγαθά.,change,,Morphological,,τιμᾶται,τιμῶμαι,,no,
56,Ἐμβρόντητος γοῦν μικροῦ δεῖν ἐγεγόνειν τῇ ἠχῷ καταβροντηθεὶς τὰ ὦτα τῶν λέξεων,Ἐμβρόντητος γοῦν μικροῦ δεῖν ἐγεγόνειν τῷ ἤχῳ καταβροντηθεὶς τὰ ὦτα τῶν λέξεων,change,accent,Diacritic / Punctuation,Morphological,τῇ | ἠχῷ,τῷ | ἤχῳ,,no,
57,Τί δέ μοι τὸν μυκτῆρα Τί δὲ σεσηρὼς ἐμειδίασας Ἔχε καὶ τὸν ποδήρη καὶ τὴν κίδαριν οὐ γὰρ διαλλάττομαί σοι ταυτί ἀλλὰ τὰ χωρία μόνα τῆς ἱερᾶς ἄνευ στολῆς.,Τί δέ μοι τὸν μυκτῆρα Τί δὲ σεσηρὸς ἐμειδίασας Ἔχε καὶ τὸν ποδήρη καὶ τὴν κίδαριν οὐ γὰρ διαλλάττομαί σοι ταυτί ἀλλὰ τὰ χωρία μόνα τῆς ἱερᾶς ἄνευ στολῆς.,change,,Morphological,,σεσηρὼς,σεσηρὸς,,no,
58,εἰ δὲ τὸ μὲν ἐξ ἀγαθοῦ ἀναβλαστάνει φύσεως πρὸς ἐκεῖνο δὲ παρὰ τοὺς συμπίπτοντας ἐξατονεῖ καιρούς οὐκ ἂν εἰκότως κριθείη παρὰ τὸ ἐνδέον κακός ἀλλὰ παρὰ τὸ πλεονάζειν ἀγαθὸς λογισθήσεται.,εἰ δὲ τὸ μὲν ἐξ ἀγαθοῦ ἀναβλαστάνει φύσεως πρὸς ἐκεῖνο δὲ παρὰ τοὺς συμπίπτοντας ἐξατονεῖ καιρούς οὐκ ἂν εἰκότως κριθείη παρὰ τὸ ἐνδέον κακός ἀλλὰ παρὰ τὸ πλεονάζν ἀγαθὸς λογισθήσεται.,change,,Morphological,,πλεονάζειν,πλεονάζν,,no,
59,Τοσοῦτον δέ σοι αὕτη τῆς κηλίδος προσαπεμόρξατο ὅσον θαυμάσαι τοῦ λόγου τὸ κάλλος καὶ τὴν ἁρμονίαν καὶ τῆς ἐμμελοῦς συνθήκης,Τοσοῦτον δέ σοι αὕτη τῆς κηλίδος προσαπεμόρξατο ὅσον θαυμάσαι τοῦ λόγου τὸ κάλλος καὶ τὴν ἁρμονίαν τῆς ἐμμελοῦς συνθήκης,delete,,Addition / Omission,,καὶ,,,no,
